ImageId,EncodedPixels
70912,[]
73275,"[12174, 1, 12685, 4, 13196, 6, 13706, 10, 14218, 10, 14731, 7, 15243, 6, 15757, 3, 16270, 1, 20860, 3, 21371, 5, 21882, 7, 22393, 9, 22904, 10, 23417, 8, 23930, 6, 24443, 4, 24957, 1, 49993, 2, 50504, 6, 51017, 2, 58419, 1, 58931, 1, 59442, 3, 59702, 3, 59955, 1, 60215, 1, 60467, 1, 60979, 1, 68901, 2, 74820, 1, 75028, 1, 75331, 3, 75538, 4, 75842, 4, 76043, 11, 76353, 6, 76547, 19, 76865, 6, 77058, 20, 77376, 7, 77569, 22, 77888, 8, 78080, 23, 78400, 8, 78592, 22, 78912, 8, 79105, 16, 79424, 8, 79617, 11, 79937, 7, 80130, 6, 80449, 7, 80643, 1, 80961, 7, 81473, 6, 81985, 6, 82497, 6, 83010, 5, 83522, 5, 84034, 5, 84546, 5, 85058, 5, 85570, 5, 86082, 5, 86594, 5, 87107, 4, 87619, 4, 88131, 4, 88643, 4, 89155, 4, 89667, 4, 90179, 4, 90691, 4, 91203, 4, 91715, 4, 92228, 2, 92740, 2, 93252, 2, 93764, 2, 94276, 2, 94788, 2, 95300, 2, 95812, 2, 96324, 2, 124502, 1, 125013, 2, 125525, 2, 126037, 2, 126549, 2, 127061, 2, 127573, 2, 128085, 2, 128597, 2, 129109, 2, 129620, 3, 130132, 3, 130644, 4, 131156, 4, 131668, 4, 132180, 4, 132692, 4, 133204, 4, 133716, 4, 134228, 4, 134740, 4, 135252, 4, 135764, 4, 136276, 5, 136787, 6, 137299, 6, 137811, 6, 138323, 6, 138835, 6, 139347, 6, 139859, 6, 140371, 6, 140883, 7, 141395, 7, 141907, 7, 142419, 7, 142931, 7, 143443, 7, 143955, 7, 144467, 8, 144979, 8, 145491, 8, 146003, 8, 146515, 8, 147027, 8, 147539, 9, 148051, 9, 148563, 9, 149075, 9, 149587, 10, 150099, 10, 150611, 10, 151122, 12, 151635, 11, 152147, 11, 152659, 11, 153171, 11, 153683, 11, 154196, 10, 154708, 10, 155220, 10, 155732, 10, 156245, 9, 156757, 9, 157269, 8, 157782, 7, 158294, 7, 159327, 9, 159838, 10, 160350, 11, 160863, 10, 161376, 9, 161888, 9, 162400, 10, 162913, 9, 163425, 9, 163937, 9, 164449, 9, 164961, 10, 165473, 10, 165985, 10, 166497, 10, 167009, 11, 167521, 11, 168033, 11, 168545, 11, 169057, 11, 169570, 11, 170082, 11, 170594, 11, 171106, 11, 171618, 11, 172130, 11, 172642, 11, 173155, 10, 173667, 10, 174179, 10, 174691, 10, 175203, 10, 175715, 11, 176227, 11, 176740, 10, 177252, 10, 177764, 10, 178276, 10, 178788, 10, 179300, 11, 179812, 11, 180325, 10, 180837, 10, 181349, 10, 181861, 10, 182373, 10, 182886, 9, 183398, 10, 183910, 10, 184422, 11, 184934, 12, 185447, 13, 185959, 18, 186471, 18, 186983, 19, 187497, 17, 188010, 17, 188524, 15, 189037, 14, 189551, 11, 190064, 10, 190576, 10, 191089, 9, 191602, 8, 192114, 8, 192627, 7, 193139, 7, 193652, 6, 194164, 6, 194676, 6, 195189, 5, 195701, 5, 196213, 5, 196725, 5, 197238, 4, 197750, 4, 198262, 4, 198774, 4, 199286, 4, 199798, 4, 200310, 4, 200822, 4, 201334, 4, 201846, 4, 202358, 4, 202870, 4, 203382, 4, 203894, 4, 204406, 4, 204918, 5, 205430, 5, 205942, 5, 206454, 5, 206966, 5, 207478, 5, 207990, 5, 208502, 5, 209014, 5, 209526, 5, 210038, 5, 210550, 5, 211062, 5, 211574, 5, 212086, 5, 212598, 5, 213110, 5, 213622, 5, 214134, 5, 214646, 5, 215158, 5, 215670, 5, 216182, 5, 216694, 5, 217205, 7, 217717, 7, 218229, 7, 218741, 7, 219253, 7, 219765, 7, 220277, 7, 220789, 7, 221301, 8, 221813, 8, 222325, 8, 222837, 8, 223349, 8, 223861, 8, 224373, 8, 224885, 8, 225397, 8, 225909, 8, 226421, 8, 226933, 8, 227445, 8, 227957, 8, 228469, 8, 228981, 8, 229493, 8, 230006, 7, 230518, 7, 231030, 7, 231542, 7, 232054, 7, 232566, 7, 233078, 7, 233590, 7, 234102, 7, 234614, 7, 235127, 6, 235639, 5, 236151, 5, 236663, 5, 237176, 3, 237688, 3, 238200, 2, 238713, 1]"
79547,[]
74878,"[86598, 2, 87106, 8, 87616, 12, 88126, 16, 88637, 19, 89150, 19, 89664, 16, 90178, 13, 90693, 8, 94296, 3, 94808, 7, 95319, 16, 95831, 21, 96342, 25, 96854, 27, 97366, 30, 97878, 31, 98392, 29, 98906, 26, 99427, 16, 99945, 5, 101498, 3, 102009, 6, 102520, 10, 103032, 15, 103544, 22, 104056, 23, 104567, 25, 105079, 26, 105591, 27, 106103, 28, 106615, 29, 107128, 28, 107642, 26, 108155, 25, 108669, 23, 109184, 21, 109698, 19, 110211, 18, 110725, 17, 111238, 17, 111751, 17, 112264, 17, 112777, 19, 113289, 22, 113802, 23, 114315, 23, 114827, 24, 115339, 25, 115853, 22, 116368, 19, 116884, 15, 117399, 12, 117914, 9, 118428, 6, 118941, 4, 119455, 1, 121004, 5, 121513, 10, 122023, 13, 122535, 14, 123046, 16, 123558, 17, 124070, 18, 124583, 17, 125096, 16, 125609, 15, 126122, 14, 126635, 13, 127149, 11, 127662, 10, 128175, 9, 129209, 11, 129721, 12, 130233, 14, 130745, 16, 131257, 17, 131769, 19, 132281, 20, 132792, 22, 133305, 22, 133818, 21, 134331, 20, 134845, 18, 135358, 17, 135872, 14, 136386, 4, 136913, 3, 137424, 5, 137936, 6, 138448, 8, 138960, 10, 139472, 12, 139984, 15, 140495, 20, 141007, 23, 141519, 24, 142032, 23, 142545, 23, 143058, 22, 143571, 21, 144089, 16, 144604, 13, 145118, 11, 145631, 11, 146144, 11, 146656, 12, 147169, 12, 147681, 13, 148193, 16, 148706, 19, 149218, 22, 149730, 23, 150242, 24, 150754, 25, 151267, 23, 151781, 21, 152298, 15, 152818, 6, 156934, 5, 157444, 11, 157954, 16, 158466, 19, 158977, 23, 159489, 25, 160002, 25, 160515, 24, 161028, 24, 161541, 23, 162054, 23, 162567, 23, 163081, 21, 163597, 19, 164111, 18, 164624, 19, 165137, 20, 165650, 21, 166162, 25, 166675, 26, 167187, 27, 167699, 29, 168211, 30, 168724, 29, 169238, 27, 169751, 26, 170265, 23, 170781, 19, 171299, 13, 171815, 8, 172329, 5, 172843, 1, 174391, 8, 174901, 13, 175412, 16, 175923, 20, 176435, 22, 176947, 24, 177460, 24, 177974, 22, 178487, 21, 179001, 19, 179515, 16, 180557, 2, 181069, 2, 181581, 3, 182092, 4, 182604, 5, 183116, 6, 183628, 8, 184140, 10, 184652, 15, 185164, 21, 185676, 22, 186189, 21, 186702, 20, 187224, 9, 187742, 2, 192369, 1, 192878, 7, 193389, 10, 193900, 14, 194411, 18, 194923, 20, 195436, 19, 195949, 19, 196463, 20, 196976, 20, 197492, 16, 198009, 12, 198523, 11, 199035, 11, 199548, 11, 200060, 12, 200572, 14, 201084, 15, 201596, 16, 202109, 17, 202621, 19, 203133, 22, 203645, 24, 204158, 23, 204671, 22, 205185, 20, 205698, 19, 206221, 9, 206736, 6, 207250, 4, 207762, 5, 208274, 5, 208787, 5, 209299, 7, 209811, 10, 210323, 19, 210835, 21, 211347, 22, 211859, 23, 212371, 25, 212884, 23, 213400, 19, 213915, 16, 214430, 13, 214944, 11, 215457, 10, 215971, 7, 216484, 6, 216997, 4, 219062, 2, 219570, 7, 220080, 11, 220591, 13, 221103, 15, 221616, 13, 222130, 11, 222643, 9, 223157, 6, 223670, 4, 224183, 1, 228296, 2, 228807, 6, 229318, 10, 229829, 16, 230342, 16, 230855, 13, 231368, 8]"
69800,"[160715, 4]"
78552,"[128015, 1, 128526, 6, 129037, 10, 129548, 14, 130060, 17, 130572, 23, 131083, 30, 131595, 35, 132107, 42, 132619, 51, 133132, 59, 133644, 64, 134157, 67, 134671, 69, 135204, 56, 135721, 65, 136241, 65, 136759, 67, 137277, 67, 137794, 67, 138314, 67, 138832, 77, 139350, 79, 139867, 81, 140385, 82, 140904, 81, 141424, 78, 141942, 76, 142464, 70, 142983, 68, 143500, 70, 144020, 68, 144537, 68, 145053, 69, 145568, 71, 146089, 66, 146606, 67, 147121, 74, 147639, 76, 148157, 79, 148674, 80, 149194, 77, 149717, 71, 150236, 71, 150756, 71, 151275, 71, 151793, 71, 152315, 68, 152835, 66, 153352, 66, 153871, 63, 154391, 59, 154908, 59, 155426, 59, 155947, 55, 156465, 54, 156983, 53, 157500, 53, 158018, 52, 158535, 54, 159051, 71, 159567, 82, 160082, 90, 160599, 93, 161115, 96, 161632, 99, 162149, 103, 162665, 113, 163182, 120, 163698, 118, 164213, 116, 164727, 115, 165244, 112, 165767, 105, 166290, 98, 166814, 90, 167330, 86, 167846, 82, 168363, 77, 168883, 69, 169412, 52, 169933, 43, 170456, 31, 170979, 20]"
70037,"[245257, 17, 245768, 21, 246287, 10, 247327, 20, 247840, 23, 248351, 26, 248378, 2, 248866, 26, 248895, 1, 249381, 20, 249402, 2, 249407, 1, 249897, 14]"
78107,"[26407, 1, 26919, 1, 27431, 1, 27943, 1, 28454, 2, 28966, 2, 29478, 2, 29990, 3, 30502, 3, 31014, 3, 31526, 3, 32038, 3, 32550, 4, 33061, 5, 33573, 5, 34085, 5, 34597, 5, 35109, 6, 35621, 6, 36133, 6, 36645, 6, 37157, 6, 37669, 7, 38180, 8, 38692, 8, 39204, 8, 39717, 7, 40229, 7, 40741, 7, 41253, 7, 41765, 7, 42277, 7, 42790, 6, 43302, 6, 43814, 6, 44326, 6, 44572, 1, 44838, 6, 45084, 2, 45351, 5, 45596, 2, 45863, 5, 46108, 2, 46375, 5, 46620, 2, 47132, 2, 47405, 7, 47644, 2, 47917, 8, 48156, 2, 48429, 8, 48668, 2, 48941, 8, 49180, 2, 49454, 7, 49692, 2, 49966, 7, 50205, 1, 50478, 8, 50990, 8, 51502, 8, 52014, 8, 52526, 8, 53039, 7, 53551, 7, 54063, 8, 54575, 8, 55087, 8, 55599, 8, 56111, 8, 56623, 8, 57135, 8, 57647, 8, 58159, 8, 58671, 8, 59184, 7, 59696, 7, 60208, 7, 60720, 7, 61232, 7, 61744, 7, 62257, 7, 62769, 7, 63281, 7, 63793, 7, 64305, 7, 64817, 7, 65329, 7, 65841, 7, 66354, 6, 66866, 6, 67378, 5, 67890, 5, 68402, 5, 68915, 4, 69427, 4, 69939, 3, 70451, 3, 70963, 2, 71476, 1, 79680, 1, 80191, 2, 80703, 2, 81215, 3, 81726, 4, 82238, 4, 82750, 4, 83262, 5, 83773, 6, 84285, 6, 84797, 6, 85309, 6, 85821, 6, 86333, 6, 86845, 7, 87357, 7, 87869, 7, 88381, 7, 88893, 7, 89405, 7, 89917, 7, 90429, 7, 90941, 7, 91453, 7, 91965, 8, 92477, 8, 92989, 8, 93501, 8, 94014, 7, 94526, 7, 95038, 7, 95550, 7, 96063, 6, 96575, 6, 97087, 6, 97599, 6, 98112, 5, 98624, 5, 99136, 5, 99648, 5, 100165, 9, 100677, 9, 101189, 10, 101701, 10, 102213, 11, 102725, 11, 103237, 11, 103750, 10, 104262, 11, 104775, 10, 105287, 10, 105799, 10, 106311, 10, 106824, 9, 107336, 9, 107848, 9, 108360, 9, 108872, 9, 109384, 9, 109896, 10, 110409, 9, 110921, 9, 111433, 9, 111945, 9, 112457, 9, 112969, 9, 113482, 8, 113994, 8, 114506, 8, 115018, 8, 115530, 8, 116043, 7, 116555, 7, 117067, 6, 117579, 6, 118092, 5, 118604, 5, 119116, 5, 119628, 5, 120141, 3, 120653, 3, 121165, 1, 126809, 1, 127321, 1, 127833, 2, 128345, 2, 128856, 3, 129368, 3, 129880, 3, 130392, 3, 130904, 3, 131416, 3, 131929, 2, 132441, 2, 132953, 2, 133465, 2, 133977, 2, 134489, 2, 135001, 2, 135513, 2, 136026, 1, 136538, 1, 189108, 2, 189620, 2, 190132, 2, 190643, 3, 191155, 3, 191666, 4, 192177, 6, 192688, 7, 193198, 9, 193708, 11, 194223, 7, 194738, 4]"
70674,[]
69087,"[23159, 1, 23668, 4, 24177, 8, 24688, 9, 25199, 10, 25710, 11, 26221, 13, 26733, 13, 27244, 14, 27756, 15, 28268, 15, 28781, 14, 29293, 14, 29805, 14, 30317, 14, 30829, 14, 31341, 15, 31854, 14, 32366, 14, 32878, 14, 33390, 14, 33902, 14, 34414, 14, 34926, 15, 35438, 15, 35950, 15, 36462, 15, 36974, 15, 37487, 14, 37999, 14, 38511, 14, 39023, 15, 39535, 15, 40047, 15, 40560, 14, 41072, 14, 41584, 14, 42096, 14, 42608, 14, 43120, 14, 43632, 14, 44144, 15, 44657, 14, 45169, 14, 45681, 14, 46193, 14, 46705, 14, 47217, 14, 47729, 14, 48241, 14, 48753, 14, 49265, 14, 49777, 14, 50289, 15, 50801, 15, 51313, 15, 51826, 14, 52338, 14, 52850, 14, 53362, 14, 53874, 14, 54386, 14, 54898, 14, 55410, 14, 55922, 14, 56434, 14, 56946, 14, 57459, 14, 57971, 14, 58483, 14, 58995, 14, 59507, 14, 60020, 13, 60532, 13, 61044, 13, 61556, 13, 62068, 13, 62581, 12, 63093, 12, 63605, 12, 64117, 12, 64629, 12, 65142, 11, 65654, 10, 66166, 10, 66679, 8, 67191, 7, 67703, 6, 68215, 4, 75912, 2, 76424, 2, 76935, 3, 77447, 3, 77959, 4, 78470, 5, 78982, 5, 79494, 5, 80006, 5, 80518, 5, 81029, 7, 81541, 7, 82053, 7, 82565, 7, 83077, 7, 83589, 7, 84101, 7, 84613, 7, 85125, 7, 85637, 8, 86150, 7, 86662, 7, 87174, 7, 87686, 7, 88198, 7, 88710, 7, 89222, 7, 89734, 7, 90246, 7, 90758, 7, 91270, 7, 91782, 7, 92294, 7, 92806, 7, 93318, 7, 93830, 7, 94342, 8, 94854, 8, 95366, 8, 95878, 8, 96390, 8, 96902, 8, 97414, 8, 97926, 8, 98438, 8, 98950, 8, 99462, 8, 99974, 9, 100486, 9, 100999, 8, 101511, 8, 102023, 7, 102535, 7, 103047, 7, 103559, 7, 104072, 6, 104584, 6, 105096, 5, 105608, 5, 106120, 5, 106632, 5, 107145, 3, 107657, 3, 108169, 2, 108681, 1, 127130, 1, 127642, 1, 128153, 2, 128665, 2, 129177, 2, 129689, 2, 130201, 2, 130713, 2, 131225, 2, 131737, 2, 132249, 2, 132761, 2, 133273, 2, 133785, 2, 134297, 2, 134809, 2, 135321, 2, 135833, 2, 136345, 2, 136857, 2, 137369, 2, 137881, 2, 138392, 3, 138904, 3, 139416, 4, 139927, 5, 140439, 5, 140951, 5, 141463, 5, 141974, 6, 142486, 6, 142998, 6, 143510, 7, 144022, 7, 144534, 7, 145046, 7, 145558, 7, 146069, 8, 146581, 8, 147093, 8, 147605, 8, 148117, 9, 148629, 9, 149141, 9, 149653, 9, 150165, 9, 150677, 9, 151189, 9, 151701, 9, 152213, 9, 152725, 9, 153237, 9, 153749, 9, 154261, 10, 154773, 10, 155285, 10, 155797, 10, 156309, 10, 156821, 10, 157333, 10, 157845, 10, 158357, 10, 158870, 9, 159382, 9, 159894, 9, 160406, 8, 160918, 8, 161430, 8, 161942, 8, 162454, 8, 162966, 8, 163479, 7, 163991, 7, 164503, 7, 165015, 7, 165527, 7, 166039, 7, 166551, 7, 167063, 8, 167575, 8, 168087, 8, 168599, 8, 169111, 8, 169623, 8, 170135, 8, 170647, 8, 171159, 8, 171671, 8, 172183, 8, 172695, 8, 173207, 9, 173719, 9, 173984, 19, 174231, 9, 174505, 9, 174743, 8, 175256, 7, 175768, 7, 176280, 7, 176792, 6, 177305, 5, 177817, 5, 178329, 4, 178841, 4, 179354, 2, 179866, 2, 180378, 1]"
74567,"[205318, 4, 205830, 5, 206342, 5, 206854, 6, 207366, 6, 207878, 7, 208390, 8, 208902, 8, 209414, 9, 209926, 9, 210439, 9, 210952, 9, 211464, 10, 211977, 10, 212491, 9, 213004, 8, 213517, 8, 214030, 7, 214542, 8, 215055, 9, 215568, 9, 216081, 9, 216594, 9, 217106, 10, 217619, 10, 218132, 10, 218645, 10, 219157, 11, 219670, 11, 220183, 12, 220696, 12, 221208, 13, 221721, 12, 222234, 12, 222747, 12, 223260, 12, 223772, 13, 224286, 12, 224799, 12, 225311, 13, 225824, 13, 226337, 13, 226850, 13, 227362, 14, 227875, 14, 228388, 14, 228901, 14, 229414, 13, 229926, 14, 230439, 13, 230952, 13, 231464, 14, 231977, 14, 232490, 13, 233003, 13, 233516, 12, 234028, 13, 234541, 13, 235053, 13, 235566, 13, 236079, 12, 236592, 12, 237105, 11, 237617, 11, 238130, 12, 238642, 13, 239155, 12, 239668, 12, 240180, 13, 240693, 13, 241206, 12, 241719, 12, 242231, 13, 242744, 13, 243256, 14, 243769, 14, 244281, 15, 244794, 15, 245307, 14, 245820, 14, 246332, 15, 246845, 15, 247358, 15, 247870, 15, 248383, 15, 248896, 15, 249409, 15, 249921, 16, 250434, 16, 250947, 16, 251459, 16, 251972, 16, 252485, 15, 252997, 16, 253510, 15, 254023, 14, 254536, 14, 255048, 14, 255561, 14, 256074, 13, 256587, 12, 257100, 12, 257613, 11, 258125, 11, 258638, 11, 259150, 11, 259662, 12, 260175, 10]"
78080,"[7782, 1, 8294, 1, 8806, 1, 9317, 3, 9829, 3, 10341, 3, 10853, 4, 11364, 5, 11876, 5, 12388, 6, 12900, 6, 13412, 6, 13923, 7, 14435, 8, 14948, 7, 15460, 7, 15972, 7, 16484, 7, 16996, 8, 17508, 8, 18020, 8, 18532, 9, 19044, 9, 19556, 9, 20068, 10, 20580, 10, 21092, 10, 21604, 11, 22116, 11, 22628, 12, 23140, 12, 23652, 12, 24164, 12, 24676, 12, 25189, 12, 25701, 12, 26213, 12, 26725, 12, 27237, 12, 27749, 12, 28261, 12, 28774, 12, 29286, 12, 29798, 12, 30310, 12, 30822, 12, 31334, 12, 31846, 13, 32359, 12, 32872, 11, 33385, 10, 33898, 9, 34411, 8, 34923, 8, 35436, 7, 35948, 7, 36461, 7, 36973, 7, 37486, 6, 37998, 7, 38510, 7, 39022, 9, 39535, 10, 40047, 11, 40559, 11, 41071, 12, 41584, 11, 42096, 12, 42609, 11, 43123, 9, 43636, 8, 44148, 8, 44661, 7, 45174, 6, 45686, 6, 46199, 5, 46711, 5, 47223, 5, 47735, 5, 48248, 4, 48760, 4, 49272, 4, 49784, 4, 50296, 4, 50809, 3, 51321, 3, 60555, 1, 61067, 1, 232252, 1, 232763, 2, 233275, 2, 233787, 2, 234299, 2, 234811, 2, 235323, 2, 235835, 3, 236347, 3, 236858, 4, 237370, 4, 237882, 4, 238394, 4, 238906, 4, 239418, 4, 239930, 4, 240442, 4, 240954, 4, 241466, 4, 241978, 4, 242491, 3, 243003, 3, 243515, 2, 244027, 2, 244539, 2, 245051, 2, 245563, 2, 246075, 2, 246587, 2, 247099, 2, 247611, 2, 248123, 2]"
76112,[]
79004,"[138776, 2, 145443, 3, 145955, 3, 146469, 1]"
75111,[]
78947,"[125328, 3, 125838, 6, 126350, 5, 126865, 1, 152894, 18, 153404, 21, 153916, 21, 154428, 19, 154940, 14, 155452, 11, 155965, 7, 156477, 5, 156989, 4, 157502, 1, 161581, 4, 162092, 8, 162602, 11, 163114, 10, 163626, 9, 164139, 6, 164653, 2, 179963, 18, 180474, 19, 180985, 21, 181497, 20, 182009, 18, 182521, 14, 183034, 10, 183546, 8, 184058, 6, 184570, 5, 185083, 2, 189162, 5, 189673, 9, 189841, 1, 190183, 12, 190353, 2, 190695, 12, 190865, 2, 191207, 10, 191377, 2, 191720, 8, 191889, 1, 192232, 6, 192745, 4, 193258, 2, 197850, 2, 198361, 4, 198873, 5, 199384, 7, 199586, 1, 199896, 6, 200097, 2, 200409, 3, 200609, 2, 201121, 2, 201634, 1, 202146, 1, 202658, 1, 203170, 1, 203682, 1, 204194, 1, 204706, 1, 205218, 1, 205730, 2, 206242, 2, 206754, 2, 207266, 2, 207545, 5, 207778, 3, 208056, 17, 208290, 5, 208567, 20, 208802, 17, 209079, 19, 209317, 15, 209591, 15, 209836, 8, 210103, 11, 210349, 7, 210615, 9, 210862, 6, 211128, 6, 211375, 5, 211640, 4, 211887, 5, 212153, 2, 212399, 5, 212911, 5, 213424, 5, 213936, 5, 214448, 5, 214960, 5, 215472, 5, 215984, 5, 216496, 6, 216744, 3, 217008, 6, 217255, 6, 217520, 6, 217765, 10, 218032, 6, 218277, 10, 218544, 6, 218789, 8, 219057, 5, 219302, 6, 219569, 5, 219815, 4, 220081, 4, 220328, 1, 220594, 3, 221106, 3, 221619, 1, 225943, 2, 226454, 4, 226964, 7, 227476, 7, 227779, 1, 227990, 3, 228291, 1, 228803, 1, 229315, 1, 229827, 1, 230339, 1, 230851, 1, 231363, 1, 231875, 1, 232387, 1, 232899, 1, 233411, 2, 233923, 2, 234119, 1, 234435, 2, 234630, 2, 234947, 2, 235141, 4, 235459, 2, 235652, 5, 235971, 2, 236163, 6, 236483, 3, 236676, 5, 237191, 1, 242132, 1, 242643, 3, 243155, 4, 243667, 5, 244178, 7, 244690, 9, 245202, 11, 245714, 14, 246226, 15, 246739, 11, 247252, 5]"
73418,"[142015, 1, 142526, 3, 143037, 4, 143550, 3, 144063, 2, 144575, 1]"
70009,[]
75949,"[104463, 2, 104974, 3, 105486, 3, 105997, 4, 106509, 5, 107021, 5, 107533, 5, 108045, 5, 108557, 5, 109069, 6, 109581, 6, 110093, 6, 110605, 7, 111118, 6, 111630, 6, 112143, 6, 112655, 6, 113167, 9, 113680, 12, 114192, 13, 114704, 15, 115217, 15, 115729, 18, 116242, 19, 116755, 19, 117267, 20, 117780, 19, 118293, 19, 118806, 19, 119318, 20, 119831, 20, 120344, 20, 120856, 21, 121369, 21, 121881, 23, 122393, 24, 122904, 26, 123416, 27, 123928, 28, 124439, 31, 124951, 32, 125463, 33, 125975, 34, 126486, 36, 126998, 37, 127510, 37, 128023, 37, 128536, 36, 129050, 34, 129563, 33, 130077, 32, 130590, 31, 131103, 30, 131616, 30, 132129, 29, 132641, 29, 133154, 28, 133666, 29, 134178, 29, 134690, 30, 135201, 31, 135713, 31, 136225, 32, 136737, 32, 137248, 34, 137759, 35, 138270, 37, 138779, 41, 139292, 40, 139806, 38, 140320, 36, 140833, 35, 141346, 34, 141859, 33, 142372, 32, 142885, 31, 143397, 31, 143910, 30, 144422, 30, 144934, 31, 145446, 32, 145958, 34, 146470, 35, 146982, 36, 147494, 38, 148006, 39, 148518, 40, 149030, 41, 149542, 41, 150054, 42, 150555, 6, 150565, 43, 151069, 52, 151582, 51, 152094, 51, 152606, 52, 153118, 52, 153630, 52, 154142, 53, 154654, 53, 155166, 53, 155678, 54, 156191, 53, 156704, 53, 157217, 52, 157730, 51, 158243, 51, 158756, 50, 159268, 51, 159781, 50, 160293, 51, 160806, 51, 161318, 52, 161831, 51, 162345, 49, 162858, 49, 163371, 48, 163884, 47, 164397, 46, 164910, 46, 165422, 46, 165935, 46, 166448, 46, 166961, 45, 167473, 47, 167987, 46, 168500, 46, 169013, 47, 169525, 47, 170038, 47, 170551, 46, 171064, 45, 171576, 46, 172089, 45, 172601, 46, 173113, 46, 173626, 46, 174140, 45, 174653, 45, 175167, 44, 175680, 43, 176193, 43, 176706, 44, 177219, 44, 177732, 44, 178245, 44, 178758, 44, 179271, 43, 179785, 42, 180298, 42, 180811, 42, 181324, 42, 181838, 41, 182351, 41, 182864, 41, 183377, 41, 183890, 41, 184402, 42, 184915, 41, 185428, 41, 185941, 41, 186453, 42, 186966, 42, 187479, 42, 187992, 41, 188504, 42, 189017, 42, 189530, 42, 190043, 43, 190555, 44, 191068, 45, 191581, 45, 192094, 46, 192607, 46, 193120, 46, 193632, 47, 194145, 47, 194658, 46, 195171, 46, 195684, 46, 196197, 46, 196710, 45, 197222, 46, 197735, 46, 198248, 46, 198761, 46, 199274, 46, 199787, 45, 200300, 45, 200812, 46, 201325, 46, 201838, 46, 202351, 45, 202864, 45, 203377, 45, 203891, 44, 204404, 44, 204917, 44, 205430, 44, 205943, 44, 206457, 42, 206970, 42, 207483, 42, 207996, 42, 208509, 41, 209022, 41, 209535, 41, 210048, 41, 210561, 41, 211074, 41, 211588, 41, 212101, 41, 212614, 41, 213126, 41, 213639, 41, 214152, 41, 214665, 41, 215178, 41, 215691, 41, 216204, 41, 216717, 41, 217230, 41, 217743, 41, 218256, 41, 218769, 41, 219281, 42, 219794, 42, 220307, 42, 220820, 43, 221333, 43, 221847, 43, 222360, 43, 222873, 43, 223386, 44, 223899, 44, 224412, 45, 224924, 46, 225437, 46, 225950, 47, 226463, 47, 226976, 47, 227489, 47, 228002, 47, 228515, 48, 229029, 48, 229542, 48, 230055, 49, 230568, 48, 231081, 48, 231594, 48, 232108, 47, 232622, 46, 233136, 45, 233649, 46, 234163, 46, 234676, 47, 235189, 47, 235702, 48, 236215, 48, 236731, 45, 237246, 43, 237761, 41, 238274, 41, 238787, 41, 239300, 42, 239813, 42, 240326, 42, 240839, 42, 241352, 43, 241865, 43, 242378, 43, 242892, 42, 243407, 40, 243923, 37, 244439, 34, 244952, 34, 245466, 34, 245979, 35, 246492, 36, 247004, 37, 247517, 37, 248029, 38, 248542, 38, 249055, 37, 249568, 37, 250080, 8, 250091, 28, 250604, 28, 251117, 29, 251630, 31, 252143, 32, 252656, 34, 253169, 36, 253681, 37, 254195, 35, 254708, 35, 255221, 34, 255738, 30, 256255, 25, 256770, 23, 257284, 21, 257797, 21, 258311, 19, 258823, 20, 259336, 20, 259852, 12]"
70952,[]
73922,[]
